"","c1","c2","m1","m2"
"LOC100192543",4,4,9,12
"LOC100501891",2600,1450,1689,2097
"LOC100274220",1283,2127,2028,410
"LOC100193156",0,6,44,3
"LOC100273438",108,140,21,0
"LOC103645744",0,0,1,1
"LOC103645745",0,0,0,0
"LOC103645746",2,0,2,0
"LOC118476270",16,0,28,40
"LOC100280633",0,17,42,90
"LOC100280654",0,1,34,21
"LOC100501345",3126,1720,826,361
"LOC100193751",6160,7195,2908,593
"LOC103645747",0,8,8,5
"LOC100275227",0,0,0,0
"LOC100285037",0,2,15,6
"LOC100278982",324,110,160,341
"LOC115032958",7,4,9,0
"MIR393a",0,0,0,0
"LOC100382208",762,392,970,974
"LOC100194172",665,434,604,1015
"LOC100381735",11,6,13,42
"LOC107228386",83,100,123,34
"LOC100273812",233,151,309,916
"LOC103645748",2750,3326,4455,3804
"LOC100272867",613,622,880,575
"LOC103645750",682,334,410,690
"LOC100285163",0,0,3,11
"LOC103645751",24,24,41,147
"LOC111591055",0,0,0,0
"LOC100282258",32,9,20,125
"LOC100282403",328,111,112,495
"LOC100283372",81,44,91,52
"LOC100283985",393,226,303,447
"LOC103645752",70,111,102,133
"LOC100281568",112,294,150,142
"LOC103645753",925,1154,1537,2552
"LOC103645754",74,57,87,185
"LOC100274326",367,64,124,256
"LOC103645755",798,353,548,1291
"LOC111590815",0,0,0,0
"LOC100192904",131,88,190,76
"100272838",271,773,822,658
"LOCLOC100284690",71,165,174,95
"LOC113475843",787,309,347,955
"LOC103645756",0,0,0,0
"LOC103645757",10,15,3,0
"LOC100381427",16,18,1,19
"pcr1",210,682,443,87
"LOC109943944",0,0,0,0
"LOC109943943",561,306,552,343
"LOC100501308",205,276,234,99
"LOC100284397",60,76,79,150
"LOC103645758",320,162,182,527
"LOC103645759",185,388,326,191
"LOC100276560",0,1,1,0
"LOC100276155",124,69,84,197
"LOC100283452",562,337,306,364
"LOC100384448",35,124,63,31
"LOC103645760",0,25,15,0
"LOC103645761",1250,948,1041,1244
"LOC103645762",0,0,0,0
"LOC111591017",0,0,0,0
"LOC111591000",0,0,0,0
"LOC100279751",245,101,260,622
"LOC100286038",0,0,21,45
"LOC100383465",34,28,15,3
"LOC103645763",142,95,142,209
"LOC100278417",210,458,380,316
"LOC100194122",92,77,31,107
"LOC100381719",0,0,1,0
"LOC100382512",362,148,182,436
"LOC100191876",285,362,592,755
"LOC100501244",2367,1684,2707,2721
"LOC103645766",292,222,297,359
"LOC100383266",246,220,333,355
"LOC100276430",1967,1161,1982,4144
"LOC100286242",100,125,61,82
"LOC103645767",20,5,0,0
"MIR396c",0,5,1,0
"LOC100281605",41,14,19,101
"LOC103645768",684,351,360,622
"LOC100273752",149,1979,794,716
"LOC100279832",16,4,8,66
"LOC100304345",1125,762,791,1181
"LOC100274186",558,1191,1300,1360
"LOC100281311",369,281,367,539
"LOC100274748",672,1203,630,429
"LOC103645769",23,23,12,7
"LOC100284406",16,65,67,26
"LOC541613",0,53,19,8
"LOC100382732",422,195,173,181
"LOC103648331",1595,1988,2097,941
"LOC100304335",69,43,195,245
"LOC100276371",162,149,172,340
"LOC103645770",0,6,1,7
"LOC111591056",0,0,0,0
"LOC100272954",796,493,1301,503
"TRNAW-CCA_3",0,0,0,0
"LOC100384328",899,3013,1607,155
"LOC109944465",0,4,4,0
"LOC100275186",269,110,164,296
"LOC103645773",0,0,2,0
"LOC103645774",0,14,126,0
"LOC100280536",1688,1389,1314,2078
"LOC103645776",886,375,787,1704
"LOC100191603",11981,11163,21417,13128
"LOC103645777",1152,739,1360,1451
"LOC103645778",0,0,0,0
"TRNAA-CGC_1",0,0,0,0
"LOC103645780",0,0,0,0
"LOC103645779",0,0,3,0
"LOC118471893",217,145,213,284
"LOC103645781",208,87,122,194
"LOC118476218",0,1,0,0
"TRNAA-CGC_2",0,0,0,0
"LOC118476219",0,0,0,0
"LOC118476220",0,0,0,0
"LOC103645782",0,0,0,0
"TRNAA-CGC_3",0,0,0,0
"TRNAA-CGC_4",0,0,0,0
"TRNAA-CGC_5",0,0,0,0
"TRNAA-CGC_6",0,0,0,0
"TRNAA-CGC_7",0,0,0,0
"TRNAA-CGC_8",0,0,0,0
"TRNAA-CGC_9",0,0,0,0
"LOC100383309",0,0,0,0
"LOC103645784",985,500,641,993
"LOC732748",660,263,413,1515
"LOC103645785",55,22,54,102
"LOC111590991",0,0,0,0
"LOC100272345",612,392,387,881
"LOC542338",18,5,6,26
"LOC100283896",39,111,91,4
"LOC100273152",178,107,113,386
"LOC103645786",22,6,22,41
"LOC100285641",619,306,744,1038
"LOC100381653",15,20,3,28
"LOC100281797",323,644,327,154
"LOC100284413",2144,1613,2277,3341
"LOC111590816",23,24,24,29
"LOC100273671",570,292,611,1550
"LOC103645790",23,11,42,18
"LOC103648336",0,0,0,0
"LOC103648337",0,0,0,0
"LOC100281830",10160,3789,5190,9193
"LOC100273116",891,436,696,1042
"LOC100284646",1433,390,680,2655
"LOC100279956",0,8,1,10
"LOC103645791",89,59,59,126
"LOC103645794",133,65,142,53
"LOC103645792",4,4,0,0
"LOC103645793",0,0,0,0
"LOC111589226",12,7,16,4
"LOC109943946",13,13,11,7
"LOC100282639",184,115,207,148
"LOC103645795",8,2,5,23
"LOC100383581",243,112,278,104
"LOC100280519",40,8,4,0
"LOC103645796",35,65,100,89
"LOC103648339",11,12,1,0
"LOC100193521",521,570,633,570
"LOC100284510",0,0,0,0
"LOC100276026",761,919,1326,2088
"LOC100192020",223,105,187,373
"LOC118476271",0,0,4,0
"LOC103645798",530,241,536,584
"LOC103645799",150,42,31,66
"LOC103645800",313,246,291,568
"LOC100283321",45,14,66,156
"LOC109943947",0,2,9,28
"LOC103648340",185,175,158,291
"LOC541679",140,184,228,301
"LOC100279283",643,503,77,117
"LOC103645801",0,0,0,0
"LOC100383226",46,43,9,0
"LOC103648341",357,230,472,449
"LOC100217038",594,199,350,1799
"LOC100037786",0,0,0,0
"LOC100381558",47,17,31,120
"LOC100286340",482,180,135,682
"LOC100281765",239,178,210,523
"LOC103645802",12,10,26,39
"LOC103645803",0,0,0,0
"LOC100272323",77,66,89,544
"LOC103648342",0,0,5,51
"LOC100283069",1096,531,1028,3454
"LOC542712",105,2774,118,137
"LOC100285284",5,0,0,0
"LOC100384859",1956,1208,2181,3664
"LOC103645804",0,3,1,14
"LOC103645805",22,4,20,0
"LOC100274928",851,512,595,981
"LOC100282247",261,249,333,477
"LOC103645806",919,457,612,924
"LOC103645808",18,2,5,0
"LOC103645809",0,0,0,0
"LOC100276946",72,36,45,292
"LOC118476272",0,0,0,0
"LOC103645812",0,9,1,42
"LOC100216860",115,15,29,66
"LOC100501721",117,27,94,183
"LOC103645813",0,26,3,1
"LOC103648344",0,0,0,0
"LOC100274088",2668,2021,2917,1974
"LOC100285211",1799,2020,1146,1315
"LOC100285244",326,184,303,225
"LOC100278153",270,83,170,28
"LOC103645815",909,354,467,1090
"LOC100217202",1780,264,216,725
"LOC100193265",73,20,44,298
"LOC100192535",1666,726,692,1684
"LOC100275283",10,41,58,66
"LOC100274909",0,0,8,0
"LOC100501332",0,6,126,431
"LOC100285187",297,98,202,104
"LOC103645817",1156,1356,2413,1773
"LOC100275046",21,18,21,16
"LOC103645818",61,41,81,76
"LOC103645819",3,11,7,0
"LOC100280296",1748,760,1402,1948
"lox6",7179,9350,8425,15517
"LOC100278025",333,411,620,436
"LOC111591059",0,0,0,0
"LOC103648345",700,353,788,938
"LOC100274427",0,13,11,5
"LOC542528",0,0,0,0
"LOC118476273",0,0,0,0
"LOC542048",88671,23416,43105,36015
"LOC103645821",51,4,22,24
"LOC100191866",288,162,134,343
"LOC103645822",0,0,0,17
"LOC103645824",0,0,0,0
"LOC103645823",0,0,1,0
"LOC103645825",0,0,0,0
"LOC100278952",0,0,0,0
"LOC103645826",0,0,0,0
"LOC103645828",94,127,33,9
"LOC118476274",16,10,11,64
"LOC100272781",510,242,189,78
"LOC100275320",104,63,104,268
"LOC541635",281,219,250,775
"LOC100279923",5977,3016,4328,7591
"LOC100384122",0,0,2,0
"LOC100216690",0,21,13,0
"LOC100283276",560,286,445,592
"LOC103645830",20,5,22,6
"LOC111590994",0,0,0,0
"LOC100217059",2288,1316,1675,3459
"LOC100384736",1733,811,920,1504
"LOC100382719",337,184,143,160
"LOC118476275",29,1,0,0
"LOC100277987",130,45,72,95
"LOC100192579",309,339,431,254
"LOC109943937",0,0,0,0
"LOC103645833",17,0,0,0
"LOC100282067",822,76,83,318
"LOC100278586",394,171,218,565
"LOC100276239",7,22,9,18
"LOC100383552",1248,1305,1286,630
"LOC100191439",133,20,22,254
"LOC103625699",0,0,0,0
"LOC103645834",0,4,0,0
"LOC103645835",0,0,0,0
"LOC103645838",0,0,0,0
"LOC100192858",133,56,42,92
"LOC103648351",0,0,0,0
"LOC103645839",0,0,0,0
"LOC103645840",2377,1701,795,295
"LOC103645841",9561,9398,2979,354
"LOC103645842",106,68,127,203
"LOC109943949",67,93,112,54
"LOC103648352",0,6,0,24
"LOC100280492",2,2,13,0
"LOC100276539",173,62,134,170
"LOC100278973",46,9,36,88
"LOC109943939",0,0,0,0
"LOC103648353",58,85,44,67
"LOC103645843",0,0,0,0
"LOC103645845",371,370,579,804
"LOC606486",637,470,448,312
"LOC100037824",6544,2424,6706,15574
"LOC100286337",239,123,366,632
"LOC100191370",9,2,14,5
"LOC100303866",125,92,157,735
"LOC100303807",79,157,365,815
"LOC103645846",3,13,56,163
"LOC103648354",33,134,270,524
"LOC100278436",0,0,0,42
"LOC100280414",1040,637,453,399
"LOC111591036",9,0,0,0
"LOC100284048",424,448,515,396
"LOC100383211",3033,1696,2119,2116
"LOC103645850",64,5,21,29
"LOC100278208",0,0,0,0
"LOC100191553",340,104,251,593
"LOC100193522",836,362,715,1671
"LOC103645851",16,12,20,33
"LOC100273983",362,186,220,393
"LOC100284113",21,125,63,10
"LOC103645852",5306,5493,8297,4564
"LOC103645855",0,0,5,0
"LOC103645854",106,32,67,135
"LOC103645856",113,161,140,164
"LOC100191503",213,248,127,123
"LOC100284748",0,0,0,0
"LOC100281790",0,25,0,0
"LOC103645857",250,76,117,488
"LOC103645858",0,0,0,0
"LOC103648355",0,0,0,0
"LOC100274078",140,38,86,160
"LOC100193353",37,12,43,27
"LOC103645859",24,7,3,50
"LOC100281197",1169,745,977,1401
"TRNAE-UUC_3",0,0,0,0
"LOC100280714",200,145,278,372
"LOC100280064",1603,2261,3124,3283
"LOC100283330",2780,1588,1378,3638
"LOC103648356",0,0,0,0
"LOC118476276",0,0,0,0
"LOC103625748",0,0,0,0
"LOC103645861",0,0,7,6
"LOC103648361",326,180,247,524
"LOC103645863",375,243,296,357
"LOC118476277",6,8,3,0
"LOC111591067",0,0,0,0
"LOC111591068",0,0,0,0
"LOC111591066",0,3,0,0
"LOC100279501",11,0,12,15
"LOC103645864",4,22,15,0
"LOC103645865",0,2,0,0
"LOC100193735",870,1145,1120,1764
"LOC100274193",4,0,0,0
"LOC103645866",0,0,0,0
"MIR395d",0,0,0,0
"MIR395f",0,0,0,0
"MIR395g",0,0,0,0
"MIR395e",0,0,0,0
"MIR395i",0,0,0,0
"MIR395h",0,0,0,0
"MIR395b",0,0,0,0
"MIR395a",0,0,0,0
"LOC100037782",400,189,253,255
"LOC100383251",2563,2331,4376,1951
"LOC103645867",0,0,1,7
"LOC100191326",117,143,124,85
"LOC103645870",1304,1536,2057,945
"LOC100272947",1038,1535,2095,2384
"LOC100285885",559,280,532,210
"LOC103645869",119,71,230,77
"LOC100277283",9,34,23,4
"LOC100275325",0,0,0,0
"LOC100382878",2443,1509,2103,3368
"LOC103645872",0,0,0,0
"LOC100381709",0,6,47,36
"LOC103645871",223,19,27,64
"LOC103645874",0,0,0,0
"LOC100281333",0,204,68,11
"LOC100275719",104,69,22,165
"LOC100274295",2912,720,922,1509
"LOC100191462",324,173,324,716
"LOC100502433",1271,200,68,103
"LOC103645875",18,6,0,0
"LOC103645876",556,286,331,357
"LOC109943950",6,12,4,0
"LOC100191465",35,26,27,15
"LOC103645877",89,174,143,86
"LOC100193337",1092,744,637,1080
"LOC100272968",279,146,177,304
"LOC103645883",0,0,0,0
"LOC103645881",0,0,4,0
"LOC103645879",156,88,131,97
"LOC100285133",70,46,90,125
"LOC100285982",918,295,614,1272
"LOC541935",395,287,397,482
"LOC111591012",0,0,0,0
"LOC111591011",0,0,0,0
"LOC100381578",8,0,12,43
"LOC100280530",0,1,0,0
"LOC100282066",8,10,9,20
"LOC100285556",7,0,0,23
"LOC100280651",0,2,5,9
"LOC100277143",0,2,2,0
"LOC100127510",1179,3522,961,223
"LOC103648364",0,0,0,0
"LOC100273760",339,156,169,321
"LOC100272475",1344,1167,2171,1321
"LOC103645884",0,0,0,0
"LOC100279279",14,1,8,15
"LOC100502419",923,354,881,1372
"LOC103645885",41,0,5,5
"LOC103645886",22,6,12,40
"LOC100381516",0,0,0,0
"LOC103648367",0,0,0,0
"LOC103648368",67,33,29,25
"LOC103645888",6001,2904,4231,4701
"LOC100283144",0,0,0,0
"LOC111590817",0,0,2,0
"LOC103645890",12,0,4,6
"LOC103645892",0,0,0,0
"LOC103645891",0,0,5,0
"LOC103648371",104,22,21,64
"LOC100276441",182,181,143,179
"LOC100283168",163,39,60,147
"LOC541860",0,20,12,0
"LOC103648374",0,0,0,0
"LOC103645893",576,162,599,609
"LOC100382090",242,274,178,50
"LOC100283533",14,14,34,10
"LOC103648376",0,0,0,0
"LOC103645895",0,0,0,43
"LOC103645896",65,3,5,0
"LOC118476588",0,0,0,0
"LOC100382353",0,0,0,0
"LOC118476278",0,30,49,20
"LOC111590989",0,0,0,0
"LOC118476280",0,0,0,0
"LOC118476279",0,0,0,0
"LOC103645899",0,0,0,0
"LOC111591080",0,0,0,0
"LOC100383774",784,270,305,269
"LOC103648377",0,0,0,0
"LOC103648381",0,0,0,0
"LOC103648382",0,0,0,0
"LOC103645905",0,0,0,0
"LOC111591085",0,0,0,0
"LOC103645904",0,0,0,0
"LOC103648380",0,0,0,0
"LOC103648384",0,0,0,0
"LOC103645907",0,0,0,0
"LOC111591087",0,0,0,0
"LOC109944106",0,0,0,0
"LOC103645916",0,7,1,7
"LOC103645915",11,0,1,40
"LOC100273795",22,7,9,43
"LOC109939218",0,1,0,9
"LOC103645913",0,0,0,0
"LOC111591083",0,0,0,0
"LOC109943952",0,0,0,0
"LOC103645902",0,0,0,0
"LOC103648379",0,0,0,0
"LOC111591086",0,0,0,0
"LOC103645900",0,0,0,0
"LOC103645906",0,0,0,0
"LOC103645912",0,0,0,0
"LOC103645911",0,0,0,0
"LOC103645909",0,4,11,15
"LOC100279217",359,307,306,80
"LOC100279312",762,308,337,1095
"LOC127482534",3,0,0,30
"LOC103645919",0,0,9,112
"LOC103645920",0,0,3,0
"LOC111590866",0,0,0,0
"LOC100283155",287,483,453,803
"LOC100216700",214,99,85,332
"LOC100192981",222,234,182,224
"LOC100382170",901,614,1215,1627
"LOC100284173",1198,395,555,1311
"LOC100281367",10,0,0,7
"LOC103645921",417,298,938,697
"LOC103645923",36,123,163,46
"LOC100193258",93,24,38,61
"LOC100856971",0,2,18,0
"LOC128202635",0,0,20,0
"LOC100101528",718,969,923,542
"LOC100240696",2161,1119,1030,1432
"LOC115032957",0,0,0,0
"MIR171c",0,0,0,0
"LOC100279332",1724,2775,2243,3619
"LOC100280752",116,77,83,218
"LOC100285987",14,10,13,24
"LOC100192687",843,232,254,1300
"LOC100502514",0,0,0,0
"LOC101027113",3706,4670,4879,1847
"LOC100274549",171,51,162,516
"LOC103645925",0,0,3,0
"LOC100502423",22,12,12,13
"LOC100282006",0,1,1,0
"LOC100216566",4073,2201,2937,3404
"LOC111591081",18,10,5,4
"LOC100191495",6,15,16,0
"LOC118476222",0,9,1,0
"LOC103645926",0,0,0,0
"LOC103645927",6385,5118,8233,7791
"LOC100274760",9,9,22,17
"LOC103645928",94,210,110,127
"LOC100277187",0,12,9,3
"LOC103645929",125,89,157,102
"LOC100273687",305,372,376,393
"LOC100274214",103,394,270,58
"LOC100282983",59,35,20,0
"LOC118476281",74,45,7,0
"LOC103645930",0,0,0,0
"LOC103645931",338,939,1032,257
"LOC100280552",14,18,65,25
"LOC100274778",0,0,0,0
"TRNAY-GUA_1",0,0,0,0
"LOC100382338",114,8,33,108
"LOC100280696",4036,2812,1700,1357
"TRNAR-CCG_1",1,0,0,0
"LOC100284455",0,0,0,27
"LOC100194281",226,58,166,327
"LOC118471929",0,0,0,0
"LOC103645933",0,0,0,0
"LOC103645932",0,0,0,0
"LOC100278091",27,84,128,30
"LOC100382850",58,31,46,64
"LOC103648393",10,0,0,0
"LOC103645934",0,0,0,0
"LOC111590840",0,0,0,0
"LOC103645936",83,26,63,151
"LOC103648396",0,0,0,0
"LOC118476282",0,0,0,0
"LOC100384732",68,191,113,94
"LOC103645941",73,65,134,75
"LOC111590992",0,0,0,0
"LOC100277416",379,199,175,491
"LOC100383767",231,421,286,135
"LOC118471901",32,33,60,38
"LOC100383040",331,153,303,495
"LOC100280524",5810,3997,3059,1669
"LOC100384087",925,569,515,616
"LOC100194070",254,318,190,51
"LOC100383111",1347,426,1192,3106
"LOC109943955",6,3,8,0
"LOC103645943",5030,7512,9660,5815
"LOC103645944",6834,2110,2709,5704
"LOC109944467",0,0,0,0
"met5",112,14,77,82
"LOC100272346",490,249,403,386
"LOC100194355",533,313,444,781
"LOC103645946",10,19,17,22
"LOC103645947",1537,600,1145,2169
"LOC103645948",0,0,0,0
"LOC100279878",704,403,347,860
"LOC110485086",527,168,515,744
"LOC100193338",377,190,219,515
"LOC100275525",110,131,211,291
"LOC100191933",6,47,20,0
"LOC100282628",12,11,0,0
"LOC103645952",0,0,0,0
"LOC100278829",200,76,122,265
"LOC103645953",39,33,30,45
"LOC100191885",11,95,241,86
"LOC103645954",450,3034,2845,2968
"LOC109944469",0,5,0,0
"LOC100273642",0,3,7,0
"LOC103645955",131,71,82,162
"LOC100274033",22,873,154,10
"LOC541974",739,1690,124,38
"LOC100276715",89,50,117,121
"LOC103645956",485,1340,1333,353
"TRNAA-CGC_10",0,0,0,0
"LOC100273802",160,126,146,192
"LOC103645957",809,250,176,292
"LOC100500945",1388,2615,2188,2343
"LOC100274241",615,377,558,864
"LOC100280469",5,0,0,0
"LOC100192977",1130,968,1548,2444
"LOC100281295",3806,6113,4943,713
"LOC103648401",16,41,90,0
"LOC100192795",988,725,903,1569
"LOC103648402",0,0,0,0
"LOC103645959",0,0,0,0
"LOC100383903",43,7,1,67
"LOC103645961",954,675,857,602
"LOC109943956",42,25,31,74
"LOC103646250",0,0,0,0
"LOC109944108",0,0,0,0
"LOC103645962",0,0,0,0
"LOC100282012",1,1,0,4
"LOC109944470",0,0,0,0
"LOC100284719",1485,1292,1510,919
"LOC100381631",127,240,162,26
"LOC103645964",463,236,447,639
"LOC103645965",0,0,0,0
"LOC109944471",0,0,0,0
"LOC100282558",0,0,1,0
"LOC109944472",0,0,0,0
"LOC118471904",977,485,500,521
"LOC100272872",1420,824,1334,3011
"LOC109943958",9,1,4,5
"LOC109943959",0,0,0,0
"LOC109943960",0,0,0,0
"LOC103648405",1,0,0,0
"LOC103648406",0,0,0,0
"LOC103648407",16,5,10,29
"LOC115032953",68,5,36,14
"MIR169c",0,0,0,0
"LOC103645966",434,660,397,283
"LOC100285627",651,782,988,798
"LOC100194016",183,110,250,143
"LOC100193046",484,305,331,467
"LOC103645967",161,67,88,45
"LOC100502479",2399,1110,1006,2127
"LOC103645969",823,505,557,1035
"LOC100280073",173,76,279,330
"LOC100381847",0,0,0,0
"LOC100384454",44,4,5,45
"LOC100191810",0,1,0,0
"LOC100191368",754,397,937,797
"LOC103645972",567,1393,1943,1082
"LOC103631159",0,0,0,0
"LOC103645974",0,0,1,0
"LOC100502238",410,231,365,297
"LOC103645975",65,43,58,141
"LOC103648413",0,0,0,0
"LOC100273049",609,1043,1095,188
"LOC100193076",78,327,415,25
"LOC111590971",0,0,0,0
"LOC103645976",135,99,125,272
"LOC103645977",0,0,0,0
"LOC100283318",1589,9245,2158,196
"LOC103645978",0,0,0,0
"LOC103645979",9,2,0,0
"LOC103645980",0,0,0,0
"LOC103645981",381,285,223,223
"LOC100194314",1292,1821,1610,1599
"LOC100304314",1451,1445,1413,1892
"LOC100276440",111,58,74,167
"LOC100282025",63,31,30,42
"LOC100280212",17,89,29,0
"LOC100283084",232,422,455,340
"LOC100283016",57,22,20,85
"LOC100384363",46,44,14,71
"LOC100272974",2214,5977,5954,4810
"LOC100283114",35,44,435,810
"LOC103648416",0,0,0,0
"LOC100284204",65,145,127,125
"LOC100101539",396,980,738,81
"LOC103645985",0,3,0,0
"LOC103645987",1,4,0,0
"LOC100273664",714,587,546,635
"LOC542676",146,59,4,151
"LOC100281353",0,6,0,0
"LOC542074",118,18,1,8
"LOC103645989",0,0,0,0
"LOC100281611",824,184,173,34
"LOC100501876",1553,858,822,1163
"LOC103645990",1,4,29,27
"LOC103645991",201,61,25,284
"LOC100281741",691,441,330,344
"LOC103645992",876,171,14,60
"LOC103645993",0,0,7,7
"LOC103645994",0,0,0,0
"LOC100284082",399,161,438,365
"LOC100282825",395,742,830,349
"LOC103645995",0,0,0,0
"LOC100281866",1390,1733,2525,2382
"LOC100273828",427,548,733,366
"LOC100277042",319,236,337,643
"LOC109944473",0,0,0,0
"LOC100193612",17,12,10,76
"LOC103645996",0,0,0,0
"TRNAV-CAC_2",0,0,0,0
"LOC103645997",0,1,0,0
"LOC100382258",843,279,306,694
"LOC103645999",0,0,1,0
"LOC103646000",0,0,0,0
"LOC103643798",0,0,0,0
"LOC100272388",13,0,0,0
"LOC109944112",0,0,0,0
"LOC100192954",0,0,0,0
"LOC100282771",186,46,55,267
"LOC100285029",62,11,0,0
"LOC103646002",14,8,10,0
"LOC103648421",780,892,1017,933
"LOC103646003",0,0,0,4
"LOC118476284",0,0,0,0
"LOC118476283",0,0,1,0
"LOC100193724",42,13,17,40
"LOC103646005",0,4,0,0
"LOC100193557",135,44,52,79
"LOC103648422",0,0,0,0
"LOC109944476",0,0,0,0
"LOC109943300",0,0,0,0
"LOC100283797",954,501,655,887
"LOC103646008",29,53,95,82
"LOC118476285",0,0,0,0
"LOC118476286",0,0,0,0
"LOC118476287",0,0,0,0
"LOC100275709",924,763,1094,347
"TRNAM-CAU_6",0,0,0,0
"LOC100192517",954,600,764,903
"LOC100281348",1508,2669,5446,4903
"LOC100217100",53,39,114,237
"LOC103646009",0,0,0,0
"LOC103646010",0,0,3,0
"LOC103646011",0,0,0,0
"LOC100279297",583,247,345,738
"LOC100276055",432,292,877,1355
"LOC100276310",446,394,490,748
"LOC103646012",5319,2244,2433,6270
"LOC100273578",418,167,199,505
"LOC103646013",0,0,0,0
"LOC103648427",0,3,0,0
"LOC103646014",822,451,708,1196
"LOC111590820",0,1,0,0
"LOC109943965",67,212,236,63
"LOC103641293",0,2,0,0
"LOC100501404",115,55,14,39
"LOC103646015",0,0,0,0
"LOC103646016",0,0,0,0
"LOC100303800",0,0,1,0
"LOC100274866",893,347,376,988
"LOC100278820",635,1102,1143,457
"LOC100275085",214,643,492,47
"LOC100277698",418,405,311,134
"LOC103646017",0,1,0,0
"LOC100276205",0,9,0,0
"LOC103646018",0,3,0,0
"LOC100279951",783,1484,1940,437
"LOC103646020",0,0,0,0
"LOC100279394",14,26,21,0
"LOC100284205",63,43,106,109
"LOC103646021",0,1,0,18
"LOC100276228",431,369,296,232
"LOC100273127",1786,2215,2875,1407
"LOC100304218",1051,1488,2128,513
"LOC542224",2011,2534,2921,1848
"LOC103646023",2,4,28,16
"LOC100382074",1026,356,435,620
"LOC103646024",6,0,9,0
"LOC103646027",5,0,2,2
"LOC103646026",0,6,1,0
"LOC118476288",0,0,0,0
"LOC103648429",0,0,1,1
"LOC100279070",9431,5452,6080,5894
"LOC103646028",25,7,41,66
"LOC103646029",0,0,0,0
"LOC100193290",0,0,13,11
"LOC100501780",988,1655,2269,1663
"LOC100274460",2987,2826,5326,1242
"LOC103646033",11,30,40,29
"LOC103646031",239,544,754,164
"LOC103648430",0,0,2,0
"LOC103648431",0,0,5,3
"LOC100285078",3,29,16,12
"LOC100276153",1,2,0,0
"LOC103646034",0,7,0,1
"LOC103646035",112,73,78,71
"LOC100276647",0,0,0,0
"LOC100501142",606,707,394,92
"LOC100284649",7,29,49,0
"LOC100282290",3,11,17,0
"LOC103646037",0,0,0,0
"LOC100304088",0,12,12,13
"LOC103646038",715,825,787,435
"LOC100284422",258,350,529,42
"LOC103646039",0,0,0,0
"LOC109944477",0,0,0,0
"LOC100285901",88,21,72,210
"LOC100193189",674,276,390,752
"LOC103646041",0,0,0,0
"LOC103646044",22,4,22,18
"LOC103648437",874,728,1402,763
"LOC732775",391,456,492,114
"LOC100282364",0,5,5,0
"LOC111591024",6,1,8,6
"LOC100216931",416,438,540,452
"LOC103646045",323,1255,1953,156
"LOC100283711",5,67,41,35
"LOC107546774",43,24,22,27
"LOC109944116",0,0,0,0
"LOC103646047",104,148,382,248
"LOC100286215",103,49,136,126
"LOC100278429",109,73,85,74
"LOC100194213",301,90,54,134
"LOC100282176",1601,489,800,1462
"LOC103646048",0,1,0,0
"LOC100280186",59,11,69,66
"LOC100194237",144,44,42,57
"LOC541973",656,99,164,1345
"LOC100282239",122,121,199,400
"LOC103648441",1550,349,514,1372
"LOC103646051",0,0,0,0
"LOC100284989",0,2,6,0
"LOC103648442",0,0,0,0
"LOC103648443",0,0,0,0
"LOC100383878",2,3,8,0
"LOC100501109",199,119,60,97
"LOC100283786",479,260,938,709
"MIR399e",4,0,4,0
"LOC100280292",11,52,41,4
"LOC100193704",10,13,0,169
"LOC100279732",304,184,183,448
"LOC103646053",0,3,0,0
"LOC100276086",29,19,23,68
"LOC103646054",787,424,517,1032
"LOC100281239",117,122,24,28
"LOC100281151",0,4,3,11
"LOC100281828",190,126,112,216
"LOC100384534",761,1443,1311,243
"LOC114574131",219,463,640,467
"LOC100193086",9,13,22,100
"LOC100384329",1686,728,1262,2034
"LOC103646055",58,6,57,146
"TRNAV-UAC",0,0,0,0
"LOC109944479",0,0,0,0
"LOC103646058",0,7,5,0
"LOC100281279",1742,1510,1349,314
"LOC103646060",157,74,84,164
"LOC100272312",1723,2377,1583,258
"LOC109944480",1,0,0,0
"LOC118476289",0,0,0,0
"LOC103646063",0,0,0,0
"LOC103646064",0,0,0,0
"LOC100191292",395,87,134,572
